OlinkID	Assay	ensg_id	gene_name	chr_name	begin	end
OID01445	CD97	ENSG00000123146	ADGRE5	19	14380501	14408725
OID01446	PTPN6	ENSG00000111679	PTPN6	12	6946468	6961316
OID01447	CD109	ENSG00000156535	CD109	6	73695785	73828316
OID01448	VSIG4	ENSG00000155659	VSIG4	X	66021738	66040125
OID01449	CRIM1	ENSG00000150938	CRIM1	2	36355926	36551135
OID01450	CGA	ENSG00000135346	CGA	6	87085498	87095406
OID01451	CLEC14A	ENSG00000176435	CLEC14A	14	38254103	38256369
OID01452	CA6	ENSG00000131686	CA6	1	8945867	8975092
OID01453	MIF	ENSG00000240972	MIF	22	23894004	23895227
OID01454	CRELD2	ENSG00000184164	CRELD2	22	49918167	49927540
OID01455	ITGA5	ENSG00000161638	ITGA5	12	54395261	54419460
OID01456	PEAR1	ENSG00000187800	PEAR1	1	156893698	156916434
OID01457	MESDC2	ENSG00000117899	MESD	15	80946289	80989878
OID01458	CD99L2	ENSG00000102181	CD99L2	X	150766337	150898816
OID01459	SCARF1	ENSG00000074660	SCARF1	17	1633858	1645747
OID01460	LGMN	ENSG00000100600	LGMN	14	92703807	92748702
OID01461	SEMA7A	ENSG00000138623	SEMA7A	15	74409289	74434467
OID01462	COLEC12	ENSG00000158270	COLEC12	18	316740	500722
OID01463	GUSB	ENSG00000169919	GUSB	7	65960684	65982314
OID01492	FUT3/FUT5	ENSG00000130383	FUT5	19	5865826	5870540
OID01492	FUT3/FUT5	ENSG00000171124	FUT3	19	5842888	5851474
OID01465	STIP1	ENSG00000168439	STIP1	11	64185272	64204543
OID01466	B4GAT1	ENSG00000174684	B4GAT1	11	66345372	66347692
OID01467	CD69	ENSG00000110848	CD69	12	9752486	9760901
OID01468	CRHBP	ENSG00000145708	CRHBP	5	76952713	76981158
OID01469	MSMB	ENSG00000263639	MSMB	10	46033307	46046269
OID01470	SPINT1	ENSG00000166145	SPINT1	15	40844018	40858207
OID01471	FSTL3	ENSG00000070404	FSTL3	19	676365	683399
OID01472	IL13RA1	ENSG00000131724	IL13RA1	X	118727572	118794539
OID01473	CD58	ENSG00000116815	CD58	1	116514535	116571039
OID01474	SCGB3A1	ENSG00000161055	SCGB3A1	5	180590103	180591540
OID01475	NOV	ENSG00000136999	NOV	8	119416306	119424353
OID01476	CNTN4	ENSG00000144619	CNTN4	3	2098813	3057956
OID01477	CA2	ENSG00000104267	CA2	8	85463852	85481493
OID01478	XG	ENSG00000124343	XG	X	2752050	2815927
OID01479	ARSA	ENSG00000100299	ARSA	22	50622754	50628173
OID01480	PPIB	ENSG00000166794	PPIB	15	64155812	64163205
OID01481	SPINK5	ENSG00000133710	SPINK5	5	148025683	148137289
OID01482	OMD	ENSG00000127083	OMD	9	92414245	92424461
OID01483	PEBP1	ENSG00000089220	PEBP1	12	118135858	118145584
OID01484	PAMR1	ENSG00000149090	PAMR1	11	35431823	35530300
OID01485	ROBO1	ENSG00000169855	ROBO1	3	78597240	79767815
OID01486	FCER2	ENSG00000104921	FCER2	19	7688758	7702146
OID01487	LAMA4	ENSG00000112769	LAMA4	6	112108760	112254939
OID01488	LAIR1	ENSG00000167613	LAIR1	19	54351384	54370558
OID01489	RELT	ENSG00000054967	RELT	11	73376264	73397474
OID01490	TPP1	ENSG00000166340	TPP1	11	6612763	6619461
OID01491	CD209	ENSG00000090659	CD209	19	7739994	7747564
OID00937	GLB1	ENSG00000170266	GLB1	3	32996608	33097230
OID00938	PSIP1	ENSG00000164985	PSIP1	9	15464066	15511019
OID00940	IRAK4	ENSG00000198001	IRAK4	12	43758944	43789543
OID00941	TPSAB1	ENSG00000172236	TPSAB1	16	1240696	1242554
OID00942	HCLS1	ENSG00000180353	HCLS1	3	121631399	121660927
OID00943	CNTNAP2	ENSG00000174469	CNTNAP2	7	146116002	148420998
OID00944	CLEC4G	ENSG00000182566	CLEC4G	19	7728957	7733906
OID00945	IRF9	ENSG00000213928	IRF9	14	24161053	24166565
OID00946	EDAR	ENSG00000135960	EDAR	2	108894471	108989372
OID00947	IL6	ENSG00000136244	IL6	7	22725884	22732002
OID00948	DGKZ	ENSG00000149091	DGKZ	11	46332905	46380554
OID00949	CLEC4C	ENSG00000198178	CLEC4C	12	7729415	7751605
OID00950	IRAK1	ENSG00000184216	IRAK1	X	154010500	154019989
OID00951	CLEC4A	ENSG00000111729	CLEC4A	12	8123632	8138607
OID00952	PRDX1	ENSG00000117450	PRDX1	1	45511036	45523047
OID00953	PRDX3	ENSG00000165672	PRDX3	10	119167703	119178833
OID00954	FGF2	ENSG00000138685	FGF2	4	122826708	122898236
OID00955	PRDX5	ENSG00000126432	PRDX5	11	64318088	64321811
OID00956	DPP10	ENSG00000175497	DPP10	2	114442299	115845752
OID00957	TRIM5	ENSG00000132256	TRIM5	11	5663557	5938619
OID00958	DCTN1	ENSG00000204843	DCTN1	2	74361154	74392087
OID00959	ITGA6	ENSG00000091409	ITGA6	2	172427354	172506282
OID00961	GALNT3	ENSG00000115339	GALNT3	2	165747591	165794682
OID00962	FXYD5	ENSG00000089327	FXYD5	19	35154730	35169883
OID00963	TRAF2	ENSG00000127191	TRAF2	9	136881912	136926607
OID00964	TRIM21	ENSG00000132109	TRIM21	11	4384897	4393696
OID00965	LILRB4	ENSG00000186818	LILRB4	19	54643889	54670359
OID00966	NTF4	ENSG00000225950	NTF4	19	49061066	49065054
OID00967	KRT19	ENSG00000171345	KRT19	17	41523617	41528308
OID00968	ITM2A	ENSG00000078596	ITM2A	X	79360384	79367667
OID00969	HNMT	ENSG00000150540	HNMT	2	137964020	138016364
OID00970	CCL11	ENSG00000172156	CCL11	17	34285668	34288334
OID00971	MILR1	ENSG00000271605	MILR1	17	64449037	64468643
OID00972	EGLN1	ENSG00000135766	EGLN1	1	231363751	231425044
OID00973	NFATC3	ENSG00000072736	NFATC3	16	68084751	68229259
OID00974	LY75	ENSG00000054219	LY75	2	159803355	159904749
OID00975	EIF5A	ENSG00000132507	EIF5A	17	7306999	7312463
OID00976	EIF4G1	ENSG00000114867	EIF4G1	3	184314495	184335358
OID00977	CD28	ENSG00000178562	CD28	2	203706475	203738912
OID00978	PTH1R	ENSG00000160801	PTH1R	3	46877746	46903799
OID00979	BIRC2	ENSG00000110330	BIRC2	11	102347211	102378670
OID00980	HSD11B1	ENSG00000117594	HSD11B1	1	209686178	209734950
OID00981	NF2	ENSG00000186575	NF2	22	29603556	29698598
OID00982	PLXNA4	ENSG00000221866	PLXNA4	7	132123332	132648688
OID00983	SH2B3	ENSG00000111252	SH2B3	12	111405948	111451623
OID00984	FCRL3	ENSG00000160856	FCRL3	1	157674321	157700857
OID00985	CKAP4	ENSG00000136026	CKAP4	12	106237877	106304279
OID00987	HEXIM1	ENSG00000186834	HEXIM1	17	45148502	45152101
OID00988	CLEC4D	ENSG00000166527	CLEC4D	12	8509475	8522366
OID00989	PRKCQ	ENSG00000065675	PRKCQ	10	6427143	6580301
OID00990	MGMT	ENSG00000170430	MGMT	10	129467184	129768007
OID00991	TREM1	ENSG00000124731	TREM1	6	41267926	41286719
OID00992	CXADR	ENSG00000154639	CXADR	21	17512382	17593579
OID00993	IL10	ENSG00000136634	IL10	1	206767602	206772494
OID00994	SRPK2	ENSG00000135250	SRPK2	7	105110704	105399308
OID00995	KLRD1	ENSG00000134539	KLRD1	12	10226058	10329600
OID00996	BACH1	ENSG00000156273	BACH1	21	29194071	29630751
OID00997	PIK3AP1	ENSG00000155629	PIK3AP1	10	96593312	96720514
OID00998	SPRY2	ENSG00000136158	SPRY2	13	80335976	80340951
OID00999	STC1	ENSG00000159167	STC1	8	23841915	23854807
OID01000	ARNT	ENSG00000143437	ARNT	1	150809705	150876768
OID01001	FAM3B	ENSG00000183844	FAM3B	21	41304212	41357431
OID01002	SH2D1A	ENSG00000183918	SH2D1A	X	124227868	124373197
OID01003	ICA1	ENSG00000003147	ICA1	7	8113184	8262687
OID01004	DFFA	ENSG00000160049	DFFA	1	10456522	10472526
OID01006	FCRL6	ENSG00000181036	FCRL6	1	159800511	159816251
OID01007	NCR1	ENSG00000189430	NCR1	19	54906150	54916140
OID01008	CXCL12	ENSG00000107562	CXCL12	10	44370165	44386493
OID01009	AREG	ENSG00000109321	AREG	4	74445134	74455009
OID01010	IFNLR1	ENSG00000185436	IFNLR1	1	24154157	24187959
OID01011	DAPP1	ENSG00000070190	DAPP1	4	99816833	99870154
OID01012	PADI2	ENSG00000117115	PADI2	1	17066761	17119435
OID01013	SIT1	ENSG00000137078	SIT1	9	35649295	35650950
OID01014	MASP1	ENSG00000127241	MASP1	3	187217285	187292022
OID01015	LAMP3	ENSG00000078081	LAMP3	3	183122213	183163839
OID01016	CLEC7A	ENSG00000172243	CLEC7A	12	10116777	10130258
OID01017	CLEC6A	ENSG00000205846	CLEC6A	12	8455926	8478330
OID01018	DDX58	ENSG00000107201	DDX58	9	32455705	32526324
OID01019	IL12RB1	ENSG00000096996	IL12RB1	19	18058995	18098944
OID01020	TANK	ENSG00000136560	TANK	2	161136908	161236221
OID01021	ITGA11	ENSG00000137809	ITGA11	15	68296533	68432162
OID01022	KPNA1	ENSG00000114030	KPNA1	3	122421949	122514945
OID01023	LAG3	ENSG00000089692	LAG3	12	6772512	6778455
OID01024	IL5	ENSG00000113525	IL5	5	132541444	132556838
OID01025	CD83	ENSG00000112149	CD83	6	14117256	14136918
OID01026	ITGB6	ENSG00000115221	ITGB6	2	160099666	160271888
OID01027	BTN3A2	ENSG00000186470	BTN3A2	6	26365159	26378320
OID00471	IL8	ENSG00000169429	CXCL8	4	73740506	73743716
OID05124	CD8A	ENSG00000153563	CD8A	2	86784610	86808396
OID00474	MCP-3	ENSG00000108688	CCL7	17	34270221	34272242
OID00475	GDNF	ENSG00000168621	GDNF	5	37812677	37839686
OID00476	CDCP1	ENSG00000163814	CDCP1	3	45082278	45146422
OID00477	CD244	ENSG00000122223	CD244	1	160830160	160862855
OID00478	IL7	ENSG00000104432	IL7	8	78675743	78805523
OID00480	LAP TGF-beta-1	ENSG00000105329	TGFB1	19	41301587	41353911
OID00483	IL-17C	ENSG00000124391	IL17C	16	88638591	88640473
OID00485	IL-17A	ENSG00000112115	IL17A	6	52186387	52190638
OID00486	CXCL11	ENSG00000169248	CXCL11	4	76033682	76041415
OID00487	AXIN1	ENSG00000103126	AXIN1	16	287440	352673
OID00489	IL-20RA	ENSG00000016402	IL20RA	6	136999971	137045180
OID00490	CXCL9	ENSG00000138755	CXCL9	4	76001275	76007488
OID00491	CST5	ENSG00000170367	CST5	20	23875935	23879750
OID00492	IL-2RB	ENSG00000100385	IL2RB	22	37125838	37175054
OID00493	IL-1 alpha	ENSG00000115008	IL1A	2	112773915	112784590
OID00494	OSM	ENSG00000099985	OSM	22	30262829	30266840
OID00495	IL2	ENSG00000109471	IL2	4	122451470	122456725
OID00496	CXCL1	ENSG00000163739	CXCL1	4	73869393	73871242
OID00497	TSLP	ENSG00000145777	TSLP	5	111070062	111078024
OID00498	CCL4	ENSG00000275302	CCL4	17	36103590	36105621
OID00499	CD6	ENSG00000013725	CD6	11	60971680	61020377
OID00501	IL18	ENSG00000150782	IL18	11	112143251	112164117
OID00502	SLAMF1	ENSG00000117090	SLAMF1	1	160608100	160647295
OID00504	MCP-4	ENSG00000181374	CCL13	17	34356452	34358610
OID00506	TNFSF14	ENSG00000125735	TNFSF14	19	6661253	6670588
OID00507	FGF-23	ENSG00000118972	FGF23	12	4368227	4379728
OID00508	IL-10RA	ENSG00000110324	IL10RA	11	117986348	118003037
OID00509	FGF-5	ENSG00000138675	FGF5	4	80266599	80336680
OID00510	MMP-1	ENSG00000196611	MMP1	11	102789920	102798160
OID00511	LIF-R	ENSG00000113594	LIFR	5	38474963	38608354
OID00513	CCL19	ENSG00000172724	CCL19	9	34689567	34691277
OID00514	IL-15RA	ENSG00000134470	IL15RA	10	5943639	5978187
OID00515	IL-10RB	ENSG00000243646	IL10RB	21	33266358	33310187
OID00516	IL-22 RA1	ENSG00000142677	IL22RA1	1	24119771	24143121
OID00517	IL-18R1	ENSG00000115604	IL18R1	2	102311529	102398775
OID00518	PD-L1	ENSG00000120217	CD274	9	5450503	5470566
OID00519	Beta-NGF	ENSG00000134259	NGF	1	115285918	115338236
OID00520	CXCL5	ENSG00000163735	CXCL5	4	73995642	73998779
OID00521	TRANCE	ENSG00000120659	TNFSF11	13	42562736	42608013
OID00523	IL-12B	ENSG00000113302	IL12B	5	159314783	159330887
OID00524	IL-24	ENSG00000162892	IL24	1	206897443	206904139
OID00525	IL13	ENSG00000169194	IL13	5	132656263	132661110
OID00526	ARTN	ENSG00000117407	ARTN	1	43933320	43937241
OID00527	MMP-10	ENSG00000166670	MMP10	11	102770503	102780628
OID05548	TNF	ENSG00000232810	TNF	6	31575567	31578336
OID00530	CCL23	ENSG00000274736	CCL23	17	36013056	36017968
OID00531	CD5	ENSG00000110448	CD5	11	61102395	61127852
OID00532	CCL3	ENSG00000277632	CCL3	17	36088256	36090169
OID00533	Flt3L	ENSG00000090554	FLT3LG	19	49474207	49486231
OID00534	CXCL6	ENSG00000124875	CXCL6	4	73836497	73849064
OID00535	CXCL10	ENSG00000169245	CXCL10	4	76021117	76023497
OID00536	4E-BP1	ENSG00000187840	EIF4EBP1	8	38030341	38060365
OID00537	IL-20	ENSG00000162891	IL20	1	206865354	206869223
OID00538	SIRT2	ENSG00000068903	SIRT2	19	38878555	38899862
OID00539	CCL28	ENSG00000151882	CCL28	5	43376645	43412391
OID01213	DNER	ENSG00000187957	DNER	2	229357629	229714558
OID00541	EN-RAGE	ENSG00000163221	S100A12	1	153373706	153375649
OID00542	CD40	ENSG00000101017	CD40	20	46118272	46129863
OID00543	IL33	ENSG00000137033	IL33	9	6215786	6257983
OID05547	IFN-gamma	ENSG00000111537	IFNG	12	68154768	68159747
OID00545	FGF-19	ENSG00000162344	FGF19	11	69698232	69704642
OID00546	IL4	ENSG00000113520	IL4	5	132673986	132682676
OID00547	LIF	ENSG00000128342	LIF	22	30240447	30246851
OID00548	NRTN	ENSG00000171119	NRTN	19	5823802	5828324
OID00549	MCP-2	ENSG00000108700	CCL8	17	34319036	34321402
OID00550	CASP-8	ENSG00000064012	CASP8	2	201233443	201287711
OID00551	CCL25	ENSG00000131142	CCL25	19	8052767	8062650
OID00552	CX3CL1	ENSG00000006210	CX3CL1	16	57372458	57385048
OID00553	TNFRSF9	ENSG00000049249	TNFRSF9	1	7915894	7943165
OID00554	NT-3	ENSG00000185652	NTF3	12	5432112	5521536
OID00555	TWEAK	ENSG00000239697	TNFSF12	17	7548891	7557890
OID00556	CCL20	ENSG00000115009	CCL20	2	227813842	227817564
OID00557	ST1A1	ENSG00000196502	SULT1A1	16	28605196	28623625
OID00558	STAMBP	ENSG00000124356	STAMBP	2	73828916	73873659
OID00560	ADA	ENSG00000196839	ADA	20	44619522	44652233
OID00561	TNFB	ENSG00000226979	LTA	6	31572054	31574324
OID00562	CSF-1	ENSG00000184371	CSF1	1	109910242	109930992
OID01120	CLMP	ENSG00000166250	CLMP	11	123069865	123195281
OID01121	LRIG1	ENSG00000144749	LRIG1	3	66378797	66501263
OID01122	NPTXR	ENSG00000221890	NPTXR	22	38818452	38843982
OID01123	AHCY	ENSG00000101444	AHCY	20	34280268	34311802
OID01124	THOP1	ENSG00000172009	THOP1	19	2785460	2815807
OID01125	CTSO	ENSG00000256043	CTSO	4	155924118	155953917
OID01126	FCRL1	ENSG00000163534	FCRL1	1	157794403	157820105
OID01127	CD164	ENSG00000135535	CD164	6	109366514	109382457
OID01128	DDC	ENSG00000132437	DDC	7	50458436	50565457
OID01129	ACP6	ENSG00000162836	ACP6	1	147629652	147670496
OID01130	TFF2	ENSG00000160181	TFF2	21	42346357	42351128
OID01131	S100P	ENSG00000163993	S100P	4	6693069	6697170
OID01132	ANGPT2	ENSG00000091879	ANGPT2	8	6499651	6563409
OID01133	CD2AP	ENSG00000198087	CD2AP	6	47477789	47627263
OID01134	ANGPTL7	ENSG00000171819	ANGPTL7	1	11189341	11195981
OID01135	CLEC5A	ENSG00000258227	CLEC5A	7	141927357	141947007
OID01136	TINAGL1	ENSG00000142910	TINAGL1	1	31576485	31587686
OID01137	GLRX	ENSG00000173221	GLRX	5	95751319	95823005
OID01138	ENO2	ENSG00000111674	ENO2	12	6913745	6923698
OID01139	NADK	ENSG00000008130	NADK	1	1751232	1780457
OID01140	GHRL	ENSG00000157017	GHRL	3	10285675	10292947
OID01141	SERPINB8	ENSG00000166401	SERPINB8	18	63969925	64019779
OID01142	SERPINB6	ENSG00000124570	SERPINB6	6	2948159	2972165
OID01143	CDHR5	ENSG00000099834	CDHR5	11	616565	626078
OID01144	CCDC80	ENSG00000091986	CCDC80	3	112596794	112649530
OID01145	DIABLO	ENSG00000184047	DIABLO	12	122207662	122227534
OID01146	CA13	ENSG00000185015	CA13	8	85220587	85284073
OID01147	SEMA3F	ENSG00000001617	SEMA3F	3	50155045	50189075
OID01148	KLK10	ENSG00000129451	KLK10	19	51012739	51020175
OID01149	PILRB	ENSG00000121716	PILRB	7	100352176	100367733
OID01150	ANGPTL1	ENSG00000116194	ANGPTL1	1	178849705	178871052
OID01151	APLP1	ENSG00000105290	APLP1	19	35867899	35879791
OID01152	ADGRG2	ENSG00000173698	ADGRG2	X	18989309	19122637
OID01153	TYMP	ENSG00000025708	TYMP	22	50525752	50530056
OID01154	GRAP2	ENSG00000100351	GRAP2	22	39901082	39973721
OID01155	LILRA5	ENSG00000187116	LILRA5	19	54307070	54313139
OID01156	ALDH1A1	ENSG00000165092	ALDH1A1	9	72900662	73080442
OID01157	CD79B	ENSG00000007312	CD79B	17	63928740	63932354
OID01158	ANXA4	ENSG00000196975	ANXA4	2	69644425	69827100
OID01159	ANXA11	ENSG00000122359	ANXA11	10	80150889	80205572
OID01160	SIGLEC7	ENSG00000168995	SIGLEC7	19	51142299	51153526
OID01161	ITGB7	ENSG00000139626	ITGB7	12	53191318	53207307
OID01162	QDPR	ENSG00000151552	QDPR	4	17460261	17512234
OID01163	SNAP23	ENSG00000092531	SNAP23	15	42491233	42545356
OID01164	APEX1	ENSG00000100823	APEX1	14	20455191	20457772
OID01165	ENTPD5	ENSG00000187097	ENTPD5	14	73958010	74019399
OID01166	CLSTN2	ENSG00000158258	CLSTN2	3	139935185	140577397
OID01167	COMT	ENSG00000093010	COMT	22	19941607	19969975
OID01168	CLUL1	ENSG00000079101	CLUL1	18	596988	650334
OID01169	HDGF	ENSG00000143321	HDGF	1	156742107	156766925
OID01170	CHRDL2	ENSG00000054938	CHRDL2	11	74696429	74731385
OID01171	CTSH	ENSG00000103811	CTSH	15	78921058	78949574
OID01172	NOMO1	ENSG00000103512	NOMO1	16	14833681	14896160
OID01173	NQO2	ENSG00000124588	NQO2	6	2987987	3028869
OID01174	SOST	ENSG00000167941	SOST	17	43753731	43758788
OID01175	FAM3C	ENSG00000196937	FAM3C	7	121348851	121396364
OID01176	TXNDC5	ENSG00000239264	TXNDC5	6	7881517	7910814
OID01177	PPP1R2	ENSG00000184203	PPP1R2	3	195514425	195543386
OID01178	DPP7	ENSG00000176978	DPP7	9	137110542	137115177
OID01179	LRP11	ENSG00000120256	LRP11	6	149818798	149864026
OID01180	ADGRE2	ENSG00000127507	ADGRE2	19	14732393	14778541
OID01181	ENPP7	ENSG00000182156	ENPP7	17	79730919	79742222
OID01182	SSC4D	ENSG00000146700	SSC4D	7	76389334	76409695
OID01183	MCFD2	ENSG00000180398	MCFD2	2	46901870	46941855
OID01184	REG4	ENSG00000134193	REG4	1	119794018	119811660
OID01185	SUMF2	ENSG00000129103	SUMF2	7	56064002	56080670
OID01186	CANT1	ENSG00000171302	CANT1	17	78991717	79009867
OID01187	CD1C	ENSG00000158481	CD1C	1	158289786	158293630
OID01188	GAL	ENSG00000069482	GAL	11	68683779	68691175
OID01189	CDH2	ENSG00000170558	CDH2	18	27950966	28177446
OID01190	TYRO3	ENSG00000092445	TYRO3	15	41557675	41583586
OID01191	CRKL	ENSG00000099942	CRKL	22	20917426	20953749
OID01192	IGFBPL1	ENSG00000137142	IGFBPL1	9	38408994	38424447
OID01193	RTN4R	ENSG00000040608	RTN4R	22	20241415	20283246
OID01194	VCAN	ENSG00000038427	VCAN	5	83471465	83582303
OID01195	FBP1	ENSG00000165140	FBP1	9	94603133	94640249
OID01196	TSHB	ENSG00000134200	TSHB	1	115029824	115034309
OID01197	BAG6	ENSG00000204463	BAG6	6	31639028	31652705
OID01198	NECTIN2	ENSG00000130202	NECTIN2	19	44846175	44889228
OID01199	ARG1	ENSG00000118520	ARG1	6	131573144	131584332
OID01200	USP8	ENSG00000138592	USP8	15	50424380	50514419
OID01201	FKBP4	ENSG00000004478	FKBP4	12	2794953	2805423
OID01202	SDC4	ENSG00000124145	SDC4	20	45325288	45348424
OID01203	PAG1	ENSG00000076641	PAG1	8	80967810	81112068
OID01204	KYAT1	ENSG00000171097	KYAT1	9	128832942	128882494
OID01205	DAB2	ENSG00000153071	DAB2	5	39371675	39462300
OID01206	NPDC1	ENSG00000107281	NPDC1	9	137039470	137046203
OID01207	METRNL	ENSG00000176845	METRNL	17	83079691	83095119
OID01208	MEP1B	ENSG00000141434	MEP1B	18	32185069	32220404
OID01209	ROR1	ENSG00000185483	ROR1	1	63774022	64181498
OID01211	RNASE3	ENSG00000169397	RNASE3	14	20891399	20892348
OID00287	NMNAT1	ENSG00000173614	NMNAT1	1	9943428	9985501
OID00288	NRP2	ENSG00000118257	NRP2	2	205681990	205798133
OID05024	MAPT	ENSG00000186868	MAPT	17	45894382	46028334
OID00290	CADM3	ENSG00000162706	CADM3	1	159171609	159203313
OID00292	UNC5C	ENSG00000182168	UNC5C	4	95162504	95549206
OID00293	VWC2	ENSG00000188730	VWC2	7	49773661	49921950
OID00294	Siglec-9	ENSG00000129450	SIGLEC9	19	51124908	51136651
OID00295	CLM-6	ENSG00000167850	CD300C	17	74541108	74546143
OID00296	EZR	ENSG00000092820	EZR	6	158765741	158819412
OID00297	SMOC2	ENSG00000112562	SMOC2	6	168441151	168673445
OID00298	NBL1	ENSG00000158747	NBL1	1	19640554	19658456
OID00299	EFNA4	ENSG00000243364	EFNA4	1	155063731	155069553
OID00300	SCARB2	ENSG00000138760	SCARB2	4	76158737	76213893
OID00301	NCAN	ENSG00000130287	NCAN	19	19211973	19252233
OID00302	PRTG	ENSG00000166450	PRTG	15	55611546	55743090
OID00303	ROBO2	ENSG00000185008	ROBO2	3	75906695	77649964
OID00304	CRTAM	ENSG00000109943	CRTAM	11	122838500	122872639
OID00305	RGMA	ENSG00000182175	RGMA	15	93035273	93089204
OID00306	PLXNB3	ENSG00000198753	PLXNB3	X	153764196	153779346
OID00307	CPA2	ENSG00000158516	CPA2	7	130266827	130289798
OID00308	CD38	ENSG00000004468	CD38	4	15778275	15853230
OID00309	SMPD1	ENSG00000166311	SMPD1	11	6390431	6394998
OID00310	MSR1	ENSG00000038945	MSR1	8	16107878	16567490
OID00311	Alpha-2-MRAP	ENSG00000163956	LRPAP1	4	3506376	3532559
OID00312	sFRP-3	ENSG00000162998	FRZB	2	182833275	182867162
OID00314	RGMB	ENSG00000174136	RGMB	5	98768650	98798643
OID00315	SIGLEC1	ENSG00000088827	SIGLEC1	20	3686970	3707128
OID00316	CNTN5	ENSG00000149972	CNTN5	11	99020953	100358885
OID00317	ADAM 22	ENSG00000008277	ADAM22	7	87934143	88202889
OID00318	CLEC1B	ENSG00000165682	CLEC1B	12	9985642	10013424
OID00319	ADAM 23	ENSG00000114948	ADAM23	2	206443539	206621130
OID00320	MATN3	ENSG00000132031	MATN3	2	19992111	20012694
OID00321	RSPO1	ENSG00000169218	RSPO1	1	37611350	37634923
OID00322	HAGH	ENSG00000063854	HAGH	16	1795620	1827194
OID00323	LXN	ENSG00000079257	LXN	3	158645822	158672693
OID00324	gal-8	ENSG00000116977	LGALS8	1	236518000	236552981
OID00325	BCAN	ENSG00000132692	BCAN	1	156641390	156659532
OID00326	LAYN	ENSG00000204381	LAYN	11	111540280	111561745
OID00327	NEP	ENSG00000196549	MME	3	155024124	155183729
OID00328	GDF-8	ENSG00000138379	MSTN	2	190055697	190062729
OID00329	THY 1	ENSG00000154096	THY1	11	119417378	119424985
OID00330	WFIKKN1	ENSG00000127578	WFIKKN1	16	629239	634116
OID00331	TMPRSS5	ENSG00000166682	TMPRSS5	11	113687550	113706373
OID00332	CDH3	ENSG00000062038	CDH3	16	68636189	68722616
OID00333	GFR-alpha-1	ENSG00000151892	GFRA1	10	116056925	116273467
OID00334	GM-CSF-R-alpha	ENSG00000198223	CSF2RA	X	1268800	1310381
OID00336	SCARA5	ENSG00000168079	SCARA5	8	27869882	27992727
OID00337	CD200	ENSG00000091972	CD200	3	112332347	112362812
OID00338	NTRK2	ENSG00000148053	NTRK2	9	84668551	85027070
OID00339	GZMA	ENSG00000145649	GZMA	5	55102648	55110252
OID00340	G-CSF	ENSG00000108342	CSF3	17	40015361	40017813
OID00341	DRAXIN	ENSG00000162490	DRAXIN	1	11691729	11725857
OID00342	SCARF2	ENSG00000244486	SCARF2	22	20424815	20437826
OID00343	GDNFR-alpha-3	ENSG00000146013	GFRA3	5	138252379	138274671
OID00344	PVR	ENSG00000073008	PVR	19	44643798	44663583
OID00345	TNFRSF12A	ENSG00000006327	TNFRSF12A	16	3018445	3022383
OID00346	SKR3	ENSG00000139567	ACVRL1	12	51906908	51923361
OID00347	FLRT2	ENSG00000185070	FLRT2	14	85530144	85654426
OID00348	CPM	ENSG00000135678	CPM	12	68842197	68971570
OID00349	CLEC10A	ENSG00000132514	CLEC10A	17	7074537	7080307
OID00350	GCP5	ENSG00000179399	GPC5	13	91398607	92873682
OID00351	BMP-4	ENSG00000125378	BMP4	14	53949736	53958761
OID00352	FcRL2	ENSG00000132704	FCRL2	1	157745733	157777132
OID00353	MDGA1	ENSG00000112139	MDGA1	6	37630679	37699306
OID00354	IL-5R-alpha	ENSG00000091181	IL5RA	3	3066326	3126613
OID00355	PDGF-R-alpha	ENSG00000134853	PDGFRA	4	54229097	54298247
OID00356	CTSC	ENSG00000109861	CTSC	11	88293592	88337787
OID00357	CDH6	ENSG00000113361	CDH6	5	31193750	31329146
OID00358	DDR1	ENSG00000204580	DDR1	6	30876421	30900156
OID00359	JAM-B	ENSG00000154721	JAM2	21	25639272	25717562
OID00360	CTSS	ENSG00000163131	CTSS	1	150730196	150765957
OID00361	N-CDase	ENSG00000188611	ASAH2	10	50182778	50248610
OID00362	NAAA	ENSG00000138744	NAAA	4	75913657	75941051
OID00363	N2DL-2	ENSG00000131015	ULBP2	6	149942000	149949235
OID00364	PLXNB1	ENSG00000164050	PLXNB1	3	48403854	48430051
OID00365	TNFRSF21	ENSG00000146072	TNFRSF21	6	47231532	47309905
OID00366	CLM-1	ENSG00000186074	CD300LF	17	74694311	74712978
OID00367	SPOCK1	ENSG00000152377	SPOCK1	5	136975298	137598379
OID00368	IL12	ENSG00000113302	IL12B	5	159314783	159330887
OID00368	IL12	ENSG00000168811	IL12A	3	159988750	159996019
OID00369	Dkk-4	ENSG00000104371	DKK4	8	42374068	42377232
OID00370	EDA2R	ENSG00000131080	EDA2R	X	66595637	66639298
OID00371	LAT	ENSG00000213658	LAT	16	28984826	28990783
OID00372	NTRK3	ENSG00000140538	NTRK3	15	87859751	88256768
OID00373	LAIR-2	ENSG00000167618	LAIR2	19	54497879	54510687
OID00375	TN-R	ENSG00000116147	TNR	1	175315194	175743770
OID00376	CD200R1	ENSG00000163606	CD200R1	3	112921209	112975122
OID00377	Nr-CAM	ENSG00000091129	NRCAM	7	108147623	108456717
OID00378	KYNU	ENSG00000115919	KYNU	2	142877498	143055832
OID00655	TXLNA	ENSG00000084652	TXLNA	1	32179686	32198285
